产品编号,图片序号,图片类型,CDN_URL,文件名,是否主图,品牌标签,检测方法,置信度,处理时间
923479 GUCCI WA05LU,5,附图4,https://trivesa.ams3.cdn.digitaloceanspaces.com/products/products/923479%20GUCCI%20WA05LU_2.jpg,923479%20GUCCI%20WA05LU_2.jpg,否,是,pattern_and_analysis,90.0%,2025-09-06 19:14:38
923479 GUCCI WA05LU,6,附图5,https://trivesa.ams3.cdn.digitaloceanspaces.com/products/products/923479%20GUCCI%20WA05LU_3.jpg,923479%20GUCCI%20WA05LU_3.jpg,否,是,pattern_and_analysis,90.0%,2025-09-06 19:14:38
923480 GUCCI WA05LU,1,主图,https://trivesa.ams3.cdn.digitaloceanspaces.com/products/products/923480%20GUCCI%20WA05LU_4.jpg,923480%20GUCCI%20WA05LU_4.jpg,是,是,pattern_and_analysis,90.0%,2025-09-06 19:14:38
923480 GUCCI WA05LU,2,附图1,https://trivesa.ams3.cdn.digitaloceanspaces.com/products/products/923480%20GUCCI%20WA05LU_5.jpg,923480%20GUCCI%20WA05LU_5.jpg,否,是,pattern_and_analysis,90.0%,2025-09-06 19:14:38
923480 GUCCI WA05LU,3,附图2,https://trivesa.ams3.cdn.digitaloceanspaces.com/products/products/923480%20GUCCI%20WA05LU_6.jpg,923480%20GUCCI%20WA05LU_6.jpg,否,是,pattern_and_analysis,90.0%,2025-09-06 19:14:38
923480 GUCCI WA05LU,4,附图3,https://trivesa.ams3.cdn.digitaloceanspaces.com/products/products/923480%20GUCCI%20WA05LU_7.jpg,923480%20GUCCI%20WA05LU_7.jpg,否,是,pattern_and_analysis,90.0%,2025-09-06 19:14:38
923480 GUCCI WA05LU,5,附图4,https://trivesa.ams3.cdn.digitaloceanspaces.com/products/products/923480%20GUCCI%20WA05LU_2.jpg,923480%20GUCCI%20WA05LU_2.jpg,否,是,pattern_and_analysis,90.0%,2025-09-06 19:14:38
923480 GUCCI WA05LU,6,附图5,https://trivesa.ams3.cdn.digitaloceanspaces.com/products/products/923480%20GUCCI%20WA05LU_3.jpg,923480%20GUCCI%20WA05LU_3.jpg,否,是,pattern_and_analysis,90.0%,2025-09-06 19:14:38
923481 GUCCI WA05LU,1,主图,https://trivesa.ams3.cdn.digitaloceanspaces.com/products/products/923481%20GUCCI%20WA05LU_4.jpg,923481%20GUCCI%20WA05LU_4.jpg,是,是,pattern_and_analysis,90.0%,2025-09-06 19:14:38
923481 GUCCI WA05LU,2,附图1,https://trivesa.ams3.cdn.digitaloceanspaces.com/products/products/923481%20GUCCI%20WA05LU_5.jpg,923481%20GUCCI%20WA05LU_5.jpg,否,是,pattern_and_analysis,90.0%,2025-09-06 19:14:38
923481 GUCCI WA05LU,3,附图2,https://trivesa.ams3.cdn.digitaloceanspaces.com/products/products/923481%20GUCCI%20WA05LU_6.jpg,923481%20GUCCI%20WA05LU_6.jpg,否,是,pattern_and_analysis,90.0%,2025-09-06 19:14:38
923481 GUCCI WA05LU,4,附图3,https://trivesa.ams3.cdn.digitaloceanspaces.com/products/products/923481%20GUCCI%20WA05LU_2.jpg,923481%20GUCCI%20WA05LU_2.jpg,否,是,pattern_and_analysis,90.0%,2025-09-06 19:14:38
923481 GUCCI WA05LU,5,附图4,https://trivesa.ams3.cdn.digitaloceanspaces.com/products/products/923481%20GUCCI%20WA05LU_3.jpg,923481%20GUCCI%20WA05LU_3.jpg,否,是,pattern_and_analysis,90.0%,2025-09-06 19:14:38
923482 GUCCI WA05LU,1,主图,https://trivesa.ams3.cdn.digitaloceanspaces.com/products/products/923482%20GUCCI%20WA05LU_1.jpg,923482%20GUCCI%20WA05LU_1.jpg,是,否,insufficient_images,10.0%,2025-09-06 19:14:38
923483 GUCCI WA05LU,1,主图,https://trivesa.ams3.cdn.digitaloceanspaces.com/products/products/923483%20GUCCI%20WA05LU_4.jpg,923483%20GUCCI%20WA05LU_4.jpg,是,是,pattern_and_analysis,90.0%,2025-09-06 19:14:38
923483 GUCCI WA05LU,2,附图1,https://trivesa.ams3.cdn.digitaloceanspaces.com/products/products/923483%20GUCCI%20WA05LU_5.jpg,923483%20GUCCI%20WA05LU_5.jpg,否,是,pattern_and_analysis,90.0%,2025-09-06 19:14:38
923483 GUCCI WA05LU,3,附图2,https://trivesa.ams3.cdn.digitaloceanspaces.com/products/products/923483%20GUCCI%20WA05LU_6.jpg,923483%20GUCCI%20WA05LU_6.jpg,否,是,pattern_and_analysis,90.0%,2025-09-06 19:14:38
923483 GUCCI WA05LU,4,附图3,https://trivesa.ams3.cdn.digitaloceanspaces.com/products/products/923483%20GUCCI%20WA05LU_7.jpg,923483%20GUCCI%20WA05LU_7.jpg,否,是,pattern_and_analysis,90.0%,2025-09-06 19:14:38
923483 GUCCI WA05LU,5,附图4,https://trivesa.ams3.cdn.digitaloceanspaces.com/products/products/923483%20GUCCI%20WA05LU_8.jpg,923483%20GUCCI%20WA05LU_8.jpg,否,是,pattern_and_analysis,90.0%,2025-09-06 19:14:38
923483 GUCCI WA05LU,6,附图5,https://trivesa.ams3.cdn.digitaloceanspaces.com/products/products/923483%20GUCCI%20WA05LU_2.jpg,923483%20GUCCI%20WA05LU_2.jpg,否,是,pattern_and_analysis,90.0%,2025-09-06 19:14:38
923483 GUCCI WA05LU,7,附图6,https://trivesa.ams3.cdn.digitaloceanspaces.com/products/products/923483%20GUCCI%20WA05LU_3.jpg,923483%20GUCCI%20WA05LU_3.jpg,否,是,pattern_and_analysis,90.0%,2025-09-06 19:14:38
923515 GUCCI WA05LU,1,主图,https://trivesa.ams3.cdn.digitaloceanspaces.com/products/products/923515%20GUCCI%20WA05LU_4.jpg,923515%20GUCCI%20WA05LU_4.jpg,是,是,pattern_and_analysis,90.0%,2025-09-06 19:14:38
923515 GUCCI WA05LU,2,附图1,https://trivesa.ams3.cdn.digitaloceanspaces.com/products/products/923515%20GUCCI%20WA05LU_5.jpg,923515%20GUCCI%20WA05LU_5.jpg,否,是,pattern_and_analysis,90.0%,2025-09-06 19:14:38
923515 GUCCI WA05LU,3,附图2,https://trivesa.ams3.cdn.digitaloceanspaces.com/products/products/923515%20GUCCI%20WA05LU_6.jpg,923515%20GUCCI%20WA05LU_6.jpg,否,是,pattern_and_analysis,90.0%,2025-09-06 19:14:38
923515 GUCCI WA05LU,4,附图3,https://trivesa.ams3.cdn.digitaloceanspaces.com/products/products/923515%20GUCCI%20WA05LU_7.jpg,923515%20GUCCI%20WA05LU_7.jpg,否,是,pattern_and_analysis,90.0%,2025-09-06 19:14:38
923515 GUCCI WA05LU,5,附图4,https://trivesa.ams3.cdn.digitaloceanspaces.com/products/products/923515%20GUCCI%20WA05LU_2.jpg,923515%20GUCCI%20WA05LU_2.jpg,否,是,pattern_and_analysis,90.0%,2025-09-06 19:14:38
923515 GUCCI WA05LU,6,附图5,https://trivesa.ams3.cdn.digitaloceanspaces.com/products/products/923515%20GUCCI%20WA05LU_3.jpg,923515%20GUCCI%20WA05LU_3.jpg,否,是,pattern_and_analysis,90.0%,2025-09-06 19:14:38
923516 GUCCI WA05LU,1,主图,https://trivesa.ams3.cdn.digitaloceanspaces.com/products/products/923516%20GUCCI%20WA05LU_4.jpg,923516%20GUCCI%20WA05LU_4.jpg,是,是,pattern_and_analysis,90.0%,2025-09-06 19:14:38
923516 GUCCI WA05LU,2,附图1,https://trivesa.ams3.cdn.digitaloceanspaces.com/products/products/923516%20GUCCI%20WA05LU_5.jpg,923516%20GUCCI%20WA05LU_5.jpg,否,是,pattern_and_analysis,90.0%,2025-09-06 19:14:38
923516 GUCCI WA05LU,3,附图2,https://trivesa.ams3.cdn.digitaloceanspaces.com/products/products/923516%20GUCCI%20WA05LU_6.jpg,923516%20GUCCI%20WA05LU_6.jpg,否,是,pattern_and_analysis,90.0%,2025-09-06 19:14:38
923516 GUCCI WA05LU,4,附图3,https://trivesa.ams3.cdn.digitaloceanspaces.com/products/products/923516%20GUCCI%20WA05LU_7.jpg,923516%20GUCCI%20WA05LU_7.jpg,否,是,pattern_and_analysis,90.0%,2025-09-06 19:14:38
923516 GUCCI WA05LU,5,附图4,https://trivesa.ams3.cdn.digitaloceanspaces.com/products/products/923516%20GUCCI%20WA05LU_2.jpg,923516%20GUCCI%20WA05LU_2.jpg,否,是,pattern_and_analysis,90.0%,2025-09-06 19:14:38
923516 GUCCI WA05LU,6,附图5,https://trivesa.ams3.cdn.digitaloceanspaces.com/products/products/923516%20GUCCI%20WA05LU_3.jpg,923516%20GUCCI%20WA05LU_3.jpg,否,是,pattern_and_analysis,90.0%,2025-09-06 19:14:38
923517 GUCCI WA05LU,1,主图,https://trivesa.ams3.cdn.digitaloceanspaces.com/products/products/923517%20GUCCI%20WA05LU_4.jpg,923517%20GUCCI%20WA05LU_4.jpg,是,是,pattern_and_analysis,90.0%,2025-09-06 19:14:38
923517 GUCCI WA05LU,2,附图1,https://trivesa.ams3.cdn.digitaloceanspaces.com/products/products/923517%20GUCCI%20WA05LU_5.jpg,923517%20GUCCI%20WA05LU_5.jpg,否,是,pattern_and_analysis,90.0%,2025-09-06 19:14:38
923517 GUCCI WA05LU,3,附图2,https://trivesa.ams3.cdn.digitaloceanspaces.com/products/products/923517%20GUCCI%20WA05LU_6.jpg,923517%20GUCCI%20WA05LU_6.jpg,否,是,pattern_and_analysis,90.0%,2025-09-06 19:14:38
923517 GUCCI WA05LU,4,附图3,https://trivesa.ams3.cdn.digitaloceanspaces.com/products/products/923517%20GUCCI%20WA05LU_7.jpg,923517%20GUCCI%20WA05LU_7.jpg,否,是,pattern_and_analysis,90.0%,2025-09-06 19:14:38
923517 GUCCI WA05LU,5,附图4,https://trivesa.ams3.cdn.digitaloceanspaces.com/products/products/923517%20GUCCI%20WA05LU_8.jpg,923517%20GUCCI%20WA05LU_8.jpg,否,是,pattern_and_analysis,90.0%,2025-09-06 19:14:38
923517 GUCCI WA05LU,6,附图5,https://trivesa.ams3.cdn.digitaloceanspaces.com/products/products/923517%20GUCCI%20WA05LU_2.jpg,923517%20GUCCI%20WA05LU_2.jpg,否,是,pattern_and_analysis,90.0%,2025-09-06 19:14:38
923517 GUCCI WA05LU,7,附图6,https://trivesa.ams3.cdn.digitaloceanspaces.com/products/products/923517%20GUCCI%20WA05LU_3.jpg,923517%20GUCCI%20WA05LU_3.jpg,否,是,pattern_and_analysis,90.0%,2025-09-06 19:14:38
923518 GUCCI WA05LU,1,主图,https://trivesa.ams3.cdn.digitaloceanspaces.com/products/products/923518%20GUCCI%20WA05LU_4.jpg,923518%20GUCCI%20WA05LU_4.jpg,是,是,pattern_and_analysis,90.0%,2025-09-06 19:14:38
923518 GUCCI WA05LU,2,附图1,https://trivesa.ams3.cdn.digitaloceanspaces.com/products/products/923518%20GUCCI%20WA05LU_5.jpg,923518%20GUCCI%20WA05LU_5.jpg,否,是,pattern_and_analysis,90.0%,2025-09-06 19:14:38
923518 GUCCI WA05LU,3,附图2,https://trivesa.ams3.cdn.digitaloceanspaces.com/products/products/923518%20GUCCI%20WA05LU_6.jpg,923518%20GUCCI%20WA05LU_6.jpg,否,是,pattern_and_analysis,90.0%,2025-09-06 19:14:38
923518 GUCCI WA05LU,4,附图3,https://trivesa.ams3.cdn.digitaloceanspaces.com/products/products/923518%20GUCCI%20WA05LU_7.jpg,923518%20GUCCI%20WA05LU_7.jpg,否,是,pattern_and_analysis,90.0%,2025-09-06 19:14:38
923518 GUCCI WA05LU,5,附图4,https://trivesa.ams3.cdn.digitaloceanspaces.com/products/products/923518%20GUCCI%20WA05LU_8.jpg,923518%20GUCCI%20WA05LU_8.jpg,否,是,pattern_and_analysis,90.0%,2025-09-06 19:14:38
923518 GUCCI WA05LU,6,附图5,https://trivesa.ams3.cdn.digitaloceanspaces.com/products/products/923518%20GUCCI%20WA05LU_2.jpg,923518%20GUCCI%20WA05LU_2.jpg,否,是,pattern_and_analysis,90.0%,2025-09-06 19:14:38
923518 GUCCI WA05LU,7,附图6,https://trivesa.ams3.cdn.digitaloceanspaces.com/products/products/923518%20GUCCI%20WA05LU_3.jpg,923518%20GUCCI%20WA05LU_3.jpg,否,是,pattern_and_analysis,90.0%,2025-09-06 19:14:38
923519 GUCCI WA05LU,1,主图,https://trivesa.ams3.cdn.digitaloceanspaces.com/products/products/923519%20GUCCI%20WA05LU_4.jpg,923519%20GUCCI%20WA05LU_4.jpg,是,是,pattern_and_analysis,90.0%,2025-09-06 19:14:38
923519 GUCCI WA05LU,2,附图1,https://trivesa.ams3.cdn.digitaloceanspaces.com/products/products/923519%20GUCCI%20WA05LU_5.jpg,923519%20GUCCI%20WA05LU_5.jpg,否,是,pattern_and_analysis,90.0%,2025-09-06 19:14:38
923519 GUCCI WA05LU,3,附图2,https://trivesa.ams3.cdn.digitaloceanspaces.com/products/products/923519%20GUCCI%20WA05LU_6.jpg,923519%20GUCCI%20WA05LU_6.jpg,否,是,pattern_and_analysis,90.0%,2025-09-06 19:14:38
923519 GUCCI WA05LU,4,附图3,https://trivesa.ams3.cdn.digitaloceanspaces.com/products/products/923519%20GUCCI%20WA05LU_7.jpg,923519%20GUCCI%20WA05LU_7.jpg,否,是,pattern_and_analysis,90.0%,2025-09-06 19:14:38
923519 GUCCI WA05LU,5,附图4,https://trivesa.ams3.cdn.digitaloceanspaces.com/products/products/923519%20GUCCI%20WA05LU_8.jpg,923519%20GUCCI%20WA05LU_8.jpg,否,是,pattern_and_analysis,90.0%,2025-09-06 19:14:38
923519 GUCCI WA05LU,6,附图5,https://trivesa.ams3.cdn.digitaloceanspaces.com/products/products/923519%20GUCCI%20WA05LU_2.jpg,923519%20GUCCI%20WA05LU_2.jpg,否,是,pattern_and_analysis,90.0%,2025-09-06 19:14:38
923519 GUCCI WA05LU,7,附图6,https://trivesa.ams3.cdn.digitaloceanspaces.com/products/products/923519%20GUCCI%20WA05LU_3.jpg,923519%20GUCCI%20WA05LU_3.jpg,否,是,pattern_and_analysis,90.0%,2025-09-06 19:14:38
923521 GUCCI WA05LU,1,主图,https://trivesa.ams3.cdn.digitaloceanspaces.com/products/products/923521%20GUCCI%20WA05LU_4.jpg,923521%20GUCCI%20WA05LU_4.jpg,是,是,pattern_and_analysis,90.0%,2025-09-06 19:14:38
923521 GUCCI WA05LU,2,附图1,https://trivesa.ams3.cdn.digitaloceanspaces.com/products/products/923521%20GUCCI%20WA05LU_5.jpg,923521%20GUCCI%20WA05LU_5.jpg,否,是,pattern_and_analysis,90.0%,2025-09-06 19:14:38
923521 GUCCI WA05LU,3,附图2,https://trivesa.ams3.cdn.digitaloceanspaces.com/products/products/923521%20GUCCI%20WA05LU_6.jpg,923521%20GUCCI%20WA05LU_6.jpg,否,是,pattern_and_analysis,90.0%,2025-09-06 19:14:38
923521 GUCCI WA05LU,4,附图3,https://trivesa.ams3.cdn.digitaloceanspaces.com/products/products/923521%20GUCCI%20WA05LU_7.jpg,923521%20GUCCI%20WA05LU_7.jpg,否,是,pattern_and_analysis,90.0%,2025-09-06 19:14:38
923521 GUCCI WA05LU,5,附图4,https://trivesa.ams3.cdn.digitaloceanspaces.com/products/products/923521%20GUCCI%20WA05LU_2.jpg,923521%20GUCCI%20WA05LU_2.jpg,否,是,pattern_and_analysis,90.0%,2025-09-06 19:14:38
923521 GUCCI WA05LU,6,附图5,https://trivesa.ams3.cdn.digitaloceanspaces.com/products/products/923521%20GUCCI%20WA05LU_3.jpg,923521%20GUCCI%20WA05LU_3.jpg,否,是,pattern_and_analysis,90.0%,2025-09-06 19:14:38
923716 GUCCI WA05LU,1,主图,https://trivesa.ams3.cdn.digitaloceanspaces.com/products/products/923716%20GUCCI%20WA05LU_4.jpg,923716%20GUCCI%20WA05LU_4.jpg,是,是,pattern_and_analysis,90.0%,2025-09-06 19:14:38
923716 GUCCI WA05LU,2,附图1,https://trivesa.ams3.cdn.digitaloceanspaces.com/products/products/923716%20GUCCI%20WA05LU_5.jpg,923716%20GUCCI%20WA05LU_5.jpg,否,是,pattern_and_analysis,90.0%,2025-09-06 19:14:38
923716 GUCCI WA05LU,3,附图2,https://trivesa.ams3.cdn.digitaloceanspaces.com/products/products/923716%20GUCCI%20WA05LU_6.jpg,923716%20GUCCI%20WA05LU_6.jpg,否,是,pattern_and_analysis,90.0%,2025-09-06 19:14:38
923716 GUCCI WA05LU,4,附图3,https://trivesa.ams3.cdn.digitaloceanspaces.com/products/products/923716%20GUCCI%20WA05LU_7.jpg,923716%20GUCCI%20WA05LU_7.jpg,否,是,pattern_and_analysis,90.0%,2025-09-06 19:14:38
923716 GUCCI WA05LU,5,附图4,https://trivesa.ams3.cdn.digitaloceanspaces.com/products/products/923716%20GUCCI%20WA05LU_2.jpg,923716%20GUCCI%20WA05LU_2.jpg,否,是,pattern_and_analysis,90.0%,2025-09-06 19:14:38
923716 GUCCI WA05LU,6,附图5,https://trivesa.ams3.cdn.digitaloceanspaces.com/products/products/923716%20GUCCI%20WA05LU_3.jpg,923716%20GUCCI%20WA05LU_3.jpg,否,是,pattern_and_analysis,90.0%,2025-09-06 19:14:38
923717 GUCCI WA05LU,1,主图,https://trivesa.ams3.cdn.digitaloceanspaces.com/products/products/923717%20GUCCI%20WA05LU_4.jpg,923717%20GUCCI%20WA05LU_4.jpg,是,是,pattern_and_analysis,90.0%,2025-09-06 19:14:38
923717 GUCCI WA05LU,2,附图1,https://trivesa.ams3.cdn.digitaloceanspaces.com/products/products/923717%20GUCCI%20WA05LU_5.jpg,923717%20GUCCI%20WA05LU_5.jpg,否,是,pattern_and_analysis,90.0%,2025-09-06 19:14:38
923717 GUCCI WA05LU,3,附图2,https://trivesa.ams3.cdn.digitaloceanspaces.com/products/products/923717%20GUCCI%20WA05LU_2.jpg,923717%20GUCCI%20WA05LU_2.jpg,否,是,pattern_and_analysis,90.0%,2025-09-06 19:14:38
923717 GUCCI WA05LU,4,附图3,https://trivesa.ams3.cdn.digitaloceanspaces.com/products/products/923717%20GUCCI%20WA05LU_3.jpg,923717%20GUCCI%20WA05LU_3.jpg,否,是,pattern_and_analysis,90.0%,2025-09-06 19:14:38
923718 GUCCI WA05LU,1,主图,https://trivesa.ams3.cdn.digitaloceanspaces.com/products/products/923718%20GUCCI%20WA05LU_4.jpg,923718%20GUCCI%20WA05LU_4.jpg,是,是,pattern_and_analysis,90.0%,2025-09-06 19:14:38
923718 GUCCI WA05LU,2,附图1,https://trivesa.ams3.cdn.digitaloceanspaces.com/products/products/923718%20GUCCI%20WA05LU_5.jpg,923718%20GUCCI%20WA05LU_5.jpg,否,是,pattern_and_analysis,90.0%,2025-09-06 19:14:38
923718 GUCCI WA05LU,3,附图2,https://trivesa.ams3.cdn.digitaloceanspaces.com/products/products/923718%20GUCCI%20WA05LU_6.jpg,923718%20GUCCI%20WA05LU_6.jpg,否,是,pattern_and_analysis,90.0%,2025-09-06 19:14:38
923718 GUCCI WA05LU,4,附图3,https://trivesa.ams3.cdn.digitaloceanspaces.com/products/products/923718%20GUCCI%20WA05LU_7.jpg,923718%20GUCCI%20WA05LU_7.jpg,否,是,pattern_and_analysis,90.0%,2025-09-06 19:14:38
923718 GUCCI WA05LU,5,附图4,https://trivesa.ams3.cdn.digitaloceanspaces.com/products/products/923718%20GUCCI%20WA05LU_2.jpg,923718%20GUCCI%20WA05LU_2.jpg,否,是,pattern_and_analysis,90.0%,2025-09-06 19:14:38
923718 GUCCI WA05LU,6,附图5,https://trivesa.ams3.cdn.digitaloceanspaces.com/products/products/923718%20GUCCI%20WA05LU_3.jpg,923718%20GUCCI%20WA05LU_3.jpg,否,是,pattern_and_analysis,90.0%,2025-09-06 19:14:38
923719 GUCCI WA05LU,1,主图,https://trivesa.ams3.cdn.digitaloceanspaces.com/products/products/923719%20GUCCI%20WA05LU_4.jpg,923719%20GUCCI%20WA05LU_4.jpg,是,是,pattern_and_analysis,90.0%,2025-09-06 19:14:38
923719 GUCCI WA05LU,2,附图1,https://trivesa.ams3.cdn.digitaloceanspaces.com/products/products/923719%20GUCCI%20WA05LU_5.jpg,923719%20GUCCI%20WA05LU_5.jpg,否,是,pattern_and_analysis,90.0%,2025-09-06 19:14:38
923719 GUCCI WA05LU,3,附图2,https://trivesa.ams3.cdn.digitaloceanspaces.com/products/products/923719%20GUCCI%20WA05LU_6.jpg,923719%20GUCCI%20WA05LU_6.jpg,否,是,pattern_and_analysis,90.0%,2025-09-06 19:14:38
923719 GUCCI WA05LU,4,附图3,https://trivesa.ams3.cdn.digitaloceanspaces.com/products/products/923719%20GUCCI%20WA05LU_7.jpg,923719%20GUCCI%20WA05LU_7.jpg,否,是,pattern_and_analysis,90.0%,2025-09-06 19:14:38
923719 GUCCI WA05LU,5,附图4,https://trivesa.ams3.cdn.digitaloceanspaces.com/products/products/923719%20GUCCI%20WA05LU_2.jpg,923719%20GUCCI%20WA05LU_2.jpg,否,是,pattern_and_analysis,90.0%,2025-09-06 19:14:38
923719 GUCCI WA05LU,6,附图5,https://trivesa.ams3.cdn.digitaloceanspaces.com/products/products/923719%20GUCCI%20WA05LU_3.jpg,923719%20GUCCI%20WA05LU_3.jpg,否,是,pattern_and_analysis,90.0%,2025-09-06 19:14:38
923720 GUCCI WA05LU,1,主图,https://trivesa.ams3.cdn.digitaloceanspaces.com/products/products/923720%20GUCCI%20WA05LU_4.jpg,923720%20GUCCI%20WA05LU_4.jpg,是,是,pattern_and_analysis,90.0%,2025-09-06 19:14:38
923720 GUCCI WA05LU,2,附图1,https://trivesa.ams3.cdn.digitaloceanspaces.com/products/products/923720%20GUCCI%20WA05LU_5.jpg,923720%20GUCCI%20WA05LU_5.jpg,否,是,pattern_and_analysis,90.0%,2025-09-06 19:14:38
923720 GUCCI WA05LU,3,附图2,https://trivesa.ams3.cdn.digitaloceanspaces.com/products/products/923720%20GUCCI%20WA05LU_6.jpg,923720%20GUCCI%20WA05LU_6.jpg,否,是,pattern_and_analysis,90.0%,2025-09-06 19:14:38
923720 GUCCI WA05LU,4,附图3,https://trivesa.ams3.cdn.digitaloceanspaces.com/products/products/923720%20GUCCI%20WA05LU_7.jpg,923720%20GUCCI%20WA05LU_7.jpg,否,是,pattern_and_analysis,90.0%,2025-09-06 19:14:38
923720 GUCCI WA05LU,5,附图4,https://trivesa.ams3.cdn.digitaloceanspaces.com/products/products/923720%20GUCCI%20WA05LU_8.jpg,923720%20GUCCI%20WA05LU_8.jpg,否,是,pattern_and_analysis,90.0%,2025-09-06 19:14:38
923720 GUCCI WA05LU,6,附图5,https://trivesa.ams3.cdn.digitaloceanspaces.com/products/products/923720%20GUCCI%20WA05LU_2.jpg,923720%20GUCCI%20WA05LU_2.jpg,否,是,pattern_and_analysis,90.0%,2025-09-06 19:14:38
923720 GUCCI WA05LU,7,附图6,https://trivesa.ams3.cdn.digitaloceanspaces.com/products/products/923720%20GUCCI%20WA05LU_3.jpg,923720%20GUCCI%20WA05LU_3.jpg,否,是,pattern_and_analysis,90.0%,2025-09-06 19:14:38
923721 GUCCI WA05LU,1,主图,https://trivesa.ams3.cdn.digitaloceanspaces.com/products/products/923721%20GUCCI%20WA05LU_4.jpg,923721%20GUCCI%20WA05LU_4.jpg,是,是,pattern_and_analysis,90.0%,2025-09-06 19:14:38
923721 GUCCI WA05LU,2,附图1,https://trivesa.ams3.cdn.digitaloceanspaces.com/products/products/923721%20GUCCI%20WA05LU_5.jpg,923721%20GUCCI%20WA05LU_5.jpg,否,是,pattern_and_analysis,90.0%,2025-09-06 19:14:38
923721 GUCCI WA05LU,3,附图2,https://trivesa.ams3.cdn.digitaloceanspaces.com/products/products/923721%20GUCCI%20WA05LU_6.jpg,923721%20GUCCI%20WA05LU_6.jpg,否,是,pattern_and_analysis,90.0%,2025-09-06 19:14:38
923721 GUCCI WA05LU,4,附图3,https://trivesa.ams3.cdn.digitaloceanspaces.com/products/products/923721%20GUCCI%20WA05LU_2.jpg,923721%20GUCCI%20WA05LU_2.jpg,否,是,pattern_and_analysis,90.0%,2025-09-06 19:14:38
923721 GUCCI WA05LU,5,附图4,https://trivesa.ams3.cdn.digitaloceanspaces.com/products/products/923721%20GUCCI%20WA05LU_3.jpg,923721%20GUCCI%20WA05LU_3.jpg,否,是,pattern_and_analysis,90.0%,2025-09-06 19:14:38
